separation_in_sigma,eta,kla_r,mil_r
2.12,0.570181812337605,0.6951895345161659,0.8
2.13,0.5671607532529445,0.6940626443391918,0.8
2.14,0.5641415972726801,0.692928108774342,0.8
2.15,0.5611244848201744,0.6917859037932695,0.8
2.16,0.5581095554166826,0.6906360055709361,0.8
2.17,0.5550969476722625,0.689478390493452,0.8
2.18,0.5520867992768467,0.6883130351660227,0.8
2.19,0.5490792469914786,0.687139916420998,0.8
2.2,0.5460744266397094,0.6859590113260278,0.8
2.21,0.5430724730991613,0.6847702971923206,0.8
2.22,0.5400735202932527,0.6835737515830083,0.8
2.23,0.5370777011830891,0.6823693523216137,0.8
2.24,0.534085147759517,0.6811570775006233,0.8
2.25,0.5310959910353452,0.6799369054901637,0.8
2.2600000000000002,0.5281103610377282,0.6787088149467808,0.8
2.27,0.5251283868007184,0.6774727848223243,0.8
2.2800000000000002,0.5221501963579798,0.6762287943729326,0.8
2.29,0.5191759167356721,0.6749768231681224,0.8
2.3000000000000003,0.5162056739454963,0.6737168510999781,0.8
2.31,0.5132395929779096,0.672448858392445,0.8
2.32,0.5102777977955038,0.6711728256107199,0.8
2.33,0.5073204113265517,0.6698887336707454,0.8
2.34,0.5043675554587189,0.6685965638488005,0.8
2.35,0.5014193510329404,0.667296297791191,0.8
2.36,0.49847591783746603,0.6659879175240369,0.8
2.37,0.49553737460206865,0.6646714054631565,0.8
2.38,0.4926038389924208,0.6633467444240461,0.8
2.39,0.48967542760463506,0.6620139176319539,0.8
2.4,0.4867522559599717,0.6606729087320465,0.8
2.41,0.48383443849971,0.6593237017996685,0.8
2.42,0.4809220885801864,0.6579662813506921,0.8
2.43,0.4780153184679958,0.6566006323519549,0.8
